,node,stock_market_value(million),rdm_node
1079,002688.SZ,3320.3518623,1520
1080,002689.SZ,4046.43156505,796
1081,002690.SZ,8755.0505427,1500
1082,002691.SZ,1335.8336442,179
1083,002692.SZ,2303.1373189,1078
1084,002693.SZ,2767.838055,1356
1085,002694.SZ,1860.6252,591
1086,002695.SZ,1901.23339392,1278
1087,002696.SZ,1732.03572938,1027
1088,002697.SZ,3997.695922,32
1089,002698.SZ,5687.4787728,168
1090,002699.SZ,5450.0732,917
1091,002700.SZ,2611.5895296,95
1092,002701.SZ,13498.74152,1148
1093,002702.SZ,3181.67205699,1456
1094,002703.SZ,548.467561877,833
1095,002705.SZ,2056.3129048,943
1096,002706.SZ,2264.7872,649
1097,002707.SZ,7745.57014464,1370
1098,002708.SZ,2254.50133584,1427
1099,002709.SZ,2232.58557419,524
1100,002711.SZ,4152.7310952,358
1101,002712.SZ,2716.39849415,505
1102,002713.SZ,2097.3199968,1475
1103,002714.SZ,8414.58747096,1014
1104,002715.SZ,2527.377874,308
1105,002717.SZ,3159.06656248,733
1106,002718.SZ,1096.208,617
1107,002719.SZ,2366.44063466,1576
1108,002721.SZ,5108.05519794,454
1109,002722.SZ,1303.637025,118
1110,002723.SZ,1153.053,875
1111,002724.SZ,1330.0,1282
1112,002725.SZ,1220.1984,325
1113,002726.SZ,1564.5494,887
1114,002728.SZ,1487.75,137
1115,002729.SZ,1417.8,1155
1116,002730.SZ,1421.3292,103
1117,002731.SZ,1280.7432,1061
1118,002732.SZ,1316.2575,1326
1119,002733.SZ,1375.98,651
1120,002734.SZ,1228.5,857
1121,002735.SZ,820.0,160
1122,002736.SZ,30108.0,1412
1123,002737.SZ,3411.99663,690
1124,002739.SZ,13848.4540053,1365
1125,002740.SZ,1520.31171683,304
1126,002741.SZ,1905.33832135,1238
1127,002742.SZ,1205.28,174
1128,002743.SZ,1388.3584,354
1129,002745.SZ,1901.93,369
1130,002746.SZ,1140.9055,107
1131,002747.SZ,1943.1,792
1132,002748.SZ,1081.8,916
1133,002749.SZ,1260.45,1625
1134,002750.SZ,1704.48,407
1135,002751.SZ,2085.0744,1006
1136,002752.SZ,2006.4,1243
1137,002753.SZ,965.77,567
1138,002755.SZ,1000.1698,1118
1139,002756.SZ,2654.5,924
1140,002757.SZ,1064.893,101
1141,002758.SZ,1008.0,1017
1142,002759.SZ,883.68,677
1143,002760.SZ,795.96,307
1144,002761.SZ,888.6,1044
1145,002762.SZ,1411.0,1526
1146,002763.SZ,1962.9,594
1147,002765.SZ,1238.12,485
1148,002766.SZ,1557.658,1404
1149,002767.SZ,1086.5,828
1150,002768.SZ,503.2,625
1151,002769.SZ,834.905,1288
1152,002770.SZ,674.424,1486
1153,002771.SZ,404.8,775
1154,002772.SZ,843.7125,286
1155,002773.SZ,1082.088,1240
1156,002775.SZ,804.6,700
1157,002776.SZ,1064.0076,1423
1158,300001.SZ,17453.5627461,314
1159,300002.SZ,17371.7127204,429
1160,300003.SZ,27835.3498332,762
1161,300004.SZ,9400.95388051,1551
1162,300005.SZ,9526.57472389,652
1163,300006.SZ,5802.65940512,1239
1164,300007.SZ,6777.08778975,318
1165,300009.SZ,6590.71644242,1297
1166,300010.SZ,11465.3484743,913
1167,300011.SZ,12184.3070086,205
1168,300012.SZ,9802.20247474,1321
1169,300013.SZ,4663.8,655
1170,300014.SZ,8298.27819377,1030
1171,300015.SZ,25144.7843738,345
1172,300016.SZ,10616.1476829,598
1173,300017.SZ,23025.7983842,1518
1174,300018.SZ,6778.1355,1200
1175,300019.SZ,3287.356896,484
1176,300020.SZ,15718.2261775,1383
1177,300021.SZ,3045.6196836,468
1178,300022.SZ,4226.44547122,974
1179,300023.SZ,1645.48292088,1635
1180,300024.SZ,48974.8544837,1241
1181,300025.SZ,3427.70427644,347
1182,300026.SZ,14355.5213368,28
1183,300027.SZ,35267.891824,784
1184,300028.SZ,8207.74189163,764
1185,300029.SZ,2907.65432124,1094
1186,300030.SZ,6120.34213834,947
1187,300031.SZ,4428.98028293,204
1188,300032.SZ,18699.1233,1353
1189,300033.SZ,22529.2145565,681
1190,300034.SZ,11356.8100731,4
1191,300035.SZ,3194.011716,992
1192,300036.SZ,5564.16816172,1228
1193,300037.SZ,4158.84219265,538
1194,300038.SZ,5056.48679328,1534
1195,300039.SZ,9457.91174608,1242
1196,300040.SZ,2567.92359,246
1197,300041.SZ,4622.12625963,936
1198,300042.SZ,2380.49298368,771
1199,300043.SZ,11568.828216,1498
1200,300044.SZ,4397.3725023,1137
1201,300045.SZ,5984.14473718,176
1202,300046.SZ,2884.4419,728
1203,300047.SZ,6241.38933109,1408
1204,300048.SZ,5927.82882034,1515
1205,300049.SZ,10005.9773912,584
1206,300050.SZ,3729.92026536,873
1207,300051.SZ,4571.44231125,116
1208,300052.SZ,8294.00001866,1263
1209,300053.SZ,7716.24935,528
1210,300054.SZ,7785.61596338,742
1211,300055.SZ,12488.1812264,43
1212,300056.SZ,4417.95099024,378
1213,300057.SZ,5351.51587675,1275
1214,300058.SZ,22217.7545027,1557
1215,300059.SZ,81149.8360255,554
1216,300061.SZ,2074.1027328,1622
1217,300062.SZ,1587.56213,1219
1218,300063.SZ,4096.5235528,311
1219,300064.SZ,7874.750208,86
1220,300065.SZ,5790.81988207,426
1221,300066.SZ,5881.59041247,1330
1222,300067.SZ,3855.64420784,1618
1223,300068.SZ,9113.14775388,580
1224,300069.SZ,3454.3233,1311
1225,300070.SZ,32393.7803361,1345
1226,300071.SZ,5761.19863138,678
1227,300072.SZ,20114.7531497,884
1228,300073.SZ,4267.35582812,145
1229,300074.SZ,5274.3614295,882
1230,300075.SZ,9477.18268729,581
1231,300076.SZ,5315.02125648,1298
1232,300077.SZ,11072.8589025,1129
1233,300078.SZ,7898.46110388,1008
1234,300079.SZ,16763.6797979,316
1235,300080.SZ,4263.65777234,996
1236,300081.SZ,4267.213704,1
1237,300082.SZ,6502.763475,1402
1238,300084.SZ,4767.38421802,163
1239,300085.SZ,17885.0352535,860
1240,300086.SZ,7807.996647,1525
1241,300087.SZ,3677.88700011,595
1242,300088.SZ,13408.2019546,672
1243,300090.SZ,8341.66952944,1451
1244,300091.SZ,5753.792868,727
1245,300092.SZ,2097.3726864,1018
1246,300093.SZ,5566.6401504,293
1247,300094.SZ,10288.3490432,915
1248,300095.SZ,2589.24354,1533
1249,300096.SZ,13791.793116,1222
1250,300097.SZ,2858.02298568,170
1251,300098.SZ,5739.46358832,52
1252,300099.SZ,2645.19616304,1040
1253,300100.SZ,5113.32294,1490
1254,300101.SZ,12243.2306459,819
1255,300102.SZ,3607.560919,320
1256,300103.SZ,2080.09133024,1226
1257,300104.SZ,56543.9581658,626
1258,300105.SZ,7903.5264,1535
1259,300106.SZ,4143.5803082,190
1260,300107.SZ,2908.30924768,1102
1261,300108.SZ,2078.32826688,490
1262,300109.SZ,5707.68911622,206
1263,300110.SZ,12840.2859073,187
1264,300111.SZ,8817.2584632,886
1265,300112.SZ,2600.7041185,1360
1266,300113.SZ,9617.56818546,449
1267,300114.SZ,8921.172,38
1268,300115.SZ,17068.3870796,747
1269,300116.SZ,2541.848067,491
1270,300117.SZ,3570.768,1175
1271,300118.SZ,4753.76711278,1300
1272,300119.SZ,3505.92763164,1491
1273,300120.SZ,3990.90761132,1503
1274,300121.SZ,1887.31380086,768
1275,300122.SZ,9611.41354689,290
1276,300123.SZ,5590.89223113,1196
1277,300124.SZ,29807.353584,1624
1278,300125.SZ,3331.488382,911
1279,300126.SZ,6215.85009936,1150
1280,300127.SZ,3703.2083652,475
1281,300128.SZ,6815.4368,159
1282,300129.SZ,4220.4663228,1095
1283,300130.SZ,5676.2488425,431
1284,300131.SZ,7555.12724036,714
1285,300132.SZ,3099.33729402,988
1286,300133.SZ,18423.176544,1152
1287,300134.SZ,16706.2740154,513
1288,300135.SZ,8969.4015653,1192
1289,300136.SZ,10066.9441554,1637
1290,300137.SZ,6438.82880683,717
1291,300138.SZ,2310.27650792,1036
1292,300139.SZ,4306.8692744,112
1293,300140.SZ,9610.0897932,150
1294,300141.SZ,2439.69363678,1074
1295,300142.SZ,13156.0916912,1473
1296,300144.SZ,32275.8909218,1470
1297,300145.SZ,7851.4957434,1181
1298,300146.SZ,13254.3501697,273
1299,300147.SZ,20319.6552646,1574
1300,300148.SZ,7249.90803645,1593
1301,300149.SZ,5243.34540486,883
1302,300150.SZ,4764.94324704,1299
1303,300151.SZ,4804.6739118,388
1304,300152.SZ,10870.2,182
1305,300153.SZ,1948.87705724,879
1306,300154.SZ,4179.35169716,648
1307,300155.SZ,7177.25490829,829
1308,300156.SZ,10992.4770372,91
1309,300157.SZ,7044.08046261,385
1310,300159.SZ,10944.600666,63
1311,300160.SZ,4277.72,1255
1312,300161.SZ,5162.49400633,562
1313,300162.SZ,5571.1557245,10
1314,300163.SZ,2965.52581819,991
1315,300164.SZ,4533.2146235,1329
1316,300165.SZ,4812.30273375,611
1317,300166.SZ,12313.7143664,776
1318,300167.SZ,11147.9112,77
1319,300168.SZ,48050.6143814,381
1320,300169.SZ,2491.536834,1159
1321,300170.SZ,14956.4827277,798
1322,300171.SZ,8998.13958928,1527
1323,300172.SZ,3645.05058966,1209
1324,300173.SZ,4662.6347277,252
1325,300174.SZ,1984.22425268,27
1326,300175.SZ,6971.902575,790
1327,300176.SZ,2820.3912,1266
1328,300177.SZ,4987.74573895,379
1329,300178.SZ,18755.580943,471
1330,300179.SZ,3331.33832097,1184
1331,300180.SZ,4108.7353256,514
1332,300181.SZ,4723.81026396,967
1333,300182.SZ,12098.5004098,25
1334,300183.SZ,7236.948,835
1335,300184.SZ,5676.25961384,94
1336,300185.SZ,7851.39087656,1034
1337,300187.SZ,7686.902025,1505
1338,300188.SZ,7317.42173994,1328
1339,300189.SZ,10586.8787066,654
1340,300190.SZ,9772.29094129,1374
1341,300191.SZ,5154.798,750
1342,300192.SZ,2791.8,3
1343,300193.SZ,5162.17462223,1076
1344,300194.SZ,3967.6004571,561
1345,300195.SZ,3734.12900289,1286
1346,300196.SZ,3775.20644931,132
1347,300197.SZ,8674.73159235,866
1348,300198.SZ,4592.74986345,953
1349,300199.SZ,16086.925443,23
1350,300200.SZ,3157.76439468,1615
1351,300201.SZ,5568.4862181,846
1352,300202.SZ,16976.9255279,108
1353,300204.SZ,11355.3361623,665
1354,300205.SZ,12810.4631725,1325
1355,300206.SZ,4359.09037778,175
1356,300207.SZ,10540.7768485,904
1357,300208.SZ,18936.4469043,1037
1358,300209.SZ,4788.15479625,61
1359,300210.SZ,2246.728614,555
1360,300211.SZ,1887.17259104,1146
1361,300212.SZ,18602.8175225,234
1362,300213.SZ,5109.42767988,880
1363,300214.SZ,2951.92395249,339
1364,300215.SZ,7497.57657,1262
1365,300216.SZ,12693.464597,788
1366,300217.SZ,3284.73227736,37
1367,300218.SZ,2612.8029675,1573
1368,300219.SZ,5281.98938766,852
1369,300220.SZ,3662.0827712,1623
1370,300221.SZ,5208.0,667
1371,300222.SZ,6231.4994961,408
1372,300223.SZ,3465.775344,1134
1373,300224.SZ,9644.41009584,816
1374,300225.SZ,3112.00056552,1496
1375,300226.SZ,11458.899171,516
1376,300227.SZ,4337.50005,1237
1377,300228.SZ,9034.37905496,1296
1378,300229.SZ,10614.0563634,1584
1379,300230.SZ,1974.2502522,452
1380,300231.SZ,6040.389348,1359
1381,300232.SZ,3829.9662887,1641
1382,300233.SZ,8449.848701,948
1383,300234.SZ,3046.095189,1539
1384,300235.SZ,2897.05461102,527
1385,300236.SZ,4779.127504,227
1386,300237.SZ,3740.5847374,825
1387,300238.SZ,7378.01512979,710
1388,300239.SZ,2168.5345452,18
1389,300240.SZ,4707.822735,184
1390,300241.SZ,2684.51935584,921
1391,300242.SZ,2798.59,473
1392,300243.SZ,2365.05522816,1156
1393,300244.SZ,15145.2051401,53
1394,300245.SZ,4138.35056127,805
1395,300246.SZ,4658.96046,1285
1396,300247.SZ,2699.7142193,326
1397,300248.SZ,6869.6692,489
1398,300249.SZ,3222.89858228,1179
1399,300250.SZ,2722.5006424,456
1400,300251.SZ,30493.1283262,1357
1401,300252.SZ,10332.3164163,298
1402,300253.SZ,19767.385456,1223
1403,300254.SZ,3604.6426275,1413
1404,300255.SZ,9825.2717248,693
1405,300256.SZ,3015.77529968,192
1406,300257.SZ,19707.6310675,1161
1407,300258.SZ,3883.9186484,1043
1408,300259.SZ,3807.2739246,306
1409,300260.SZ,1600.57593388,576
1410,300261.SZ,6751.58016,1250
1411,300262.SZ,4190.7092995,153
1412,300263.SZ,5059.8633546,861
1413,300264.SZ,2969.4463638,643
1414,300265.SZ,2103.8875,937
1415,300266.SZ,7222.5192989,1063
1416,300267.SZ,19324.0136584,1390
1417,300268.SZ,741.54,134
1418,300269.SZ,4939.14485598,834
1419,300270.SZ,2579.534507,635
1420,300271.SZ,9678.15252862,458
1421,300272.SZ,3910.58087834,219
1422,300273.SZ,15280.6371229,1569
1423,300274.SZ,13862.3975348,295
1424,300275.SZ,3225.58068,1194
1425,300276.SZ,5461.47750363,704
1426,300280.SZ,1410.72,393
1427,300281.SZ,2502.38861658,1117
1428,300282.SZ,3863.923908,1599
1429,300283.SZ,1767.272403,644
1430,300284.SZ,6604.57460212,251
1431,300285.SZ,8648.0163378,1000
1432,300286.SZ,2501.13542,689
1433,300287.SZ,14312.4078012,1417
1434,300288.SZ,9551.39364457,1396
1435,300289.SZ,6318.732576,80
1436,300290.SZ,3064.20844934,1570
1437,300291.SZ,15994.3150642,862
1438,300292.SZ,3155.75336887,359
1439,300293.SZ,3444.8074875,1310
1440,300295.SZ,9020.96588109,1619
1441,300296.SZ,6677.7817836,232
1442,300297.SZ,9837.6902008,1180
1443,300298.SZ,4035.58432402,529
1444,300299.SZ,3808.1070312,253
1445,300300.SZ,6518.9462247,261
1446,300301.SZ,2355.403064,1206
1447,300302.SZ,3799.5937465,674
1448,300303.SZ,4573.00480538,1617
1449,300304.SZ,5620.0,337
1450,300305.SZ,1574.122575,1245
1451,300306.SZ,2703.59321652,1407
1452,300307.SZ,13048.54,737
1453,300308.SZ,4702.555116,1026
1454,300309.SZ,3283.77867,151
1455,300310.SZ,4823.36299494,1431
1456,300311.SZ,5194.62208,519
1457,300312.SZ,3996.274725,209
1458,300313.SZ,3273.17576712,901
1459,300314.SZ,5200.58696572,687
1460,300315.SZ,20184.5081086,1422
1461,300316.SZ,21000.1870288,278
1462,300317.SZ,3723.94554168,1024
1463,300318.SZ,4852.7501508,1119
1464,300319.SZ,2147.1,180
1465,300320.SZ,4410.511688,807
1466,300321.SZ,4363.188,54
1467,300322.SZ,5221.64118528,467
1468,300324.SZ,6853.86803532,464
1469,300325.SZ,5518.7547625,178
1470,300326.SZ,7650.0091104,925
1471,300327.SZ,3623.72736,574
1472,300328.SZ,6988.8,596
1473,300329.SZ,4689.3,1512
1474,300330.SZ,3352.40157252,303
1475,300331.SZ,3352.34617485,1029
1476,300332.SZ,5830.01609499,839
1477,300333.SZ,8560.3303016,1508
1478,300334.SZ,3156.3460258,1277
1479,300335.SZ,2841.03462336,1465
1480,300336.SZ,3639.657796,743
1481,300337.SZ,3882.53052624,1028
1482,300338.SZ,1838.57089386,15
1483,300339.SZ,6252.21095625,724
1484,300340.SZ,2395.7124606,498
1485,300341.SZ,2191.8252224,1399
1486,300342.SZ,2437.225,944
1487,300343.SZ,2568.5872,198
1488,300344.SZ,1486.38864375,629
1489,300345.SZ,3416.44666588,1538
1490,300346.SZ,2035.166952,143
1491,300347.SZ,8233.98149985,1122
1492,300348.SZ,3575.0,813
1493,300349.SZ,2134.87598613,82
1494,300350.SZ,2279.86966,1071
1495,300351.SZ,3586.5687,1349
1496,300352.SZ,5441.0224104,1609
1497,300353.SZ,5907.44307499,144
1498,300354.SZ,1591.13294354,1162
1499,300355.SZ,4080.06570982,194
1500,300356.SZ,3405.3555096,645
1501,300357.SZ,3002.32456419,1352
1502,300358.SZ,3138.72974142,12
1503,300359.SZ,10124.0491883,761
1504,300360.SZ,2345.43245483,482
1505,300362.SZ,1757.416292,969
1506,300363.SZ,4490.54647857,230
1507,300364.SZ,3031.5,1259
1508,300365.SZ,1970.10765,530
1509,300366.SZ,1839.300645,845
1510,300367.SZ,8555.3205045,90
1511,300368.SZ,2082.99545,1138
1512,300369.SZ,5229.390213,864
1513,300370.SZ,2755.51384434,843
1514,300371.SZ,1107.2456079,1513
1515,300373.SZ,3334.05496674,1093
1516,300374.SZ,981.3888,698
1517,300375.SZ,1889.69728002,1384
1518,300376.SZ,2444.988,1139
1519,300377.SZ,5354.13022785,172
1520,300378.SZ,4148.28988374,305
1521,300379.SZ,4716.9169074,483
1522,300380.SZ,5269.5681888,1233
1523,300382.SZ,1729.32074437,778
1524,300383.SZ,8589.96006656,481
1525,300384.SZ,3660.12248,697
1526,300385.SZ,1837.7244,1640
1527,300386.SZ,5051.38427443,1110
1528,300388.SZ,2176.6602,309
1529,300389.SZ,1385.4932,1216
1530,300390.SZ,782.895,1130
1531,300391.SZ,920.184,216
1532,300392.SZ,4383.28677813,713
1533,300393.SZ,1515.0792,1454
1534,300394.SZ,1228.1916,1092
1535,300395.SZ,1083.132,1371
1536,300396.SZ,1821.625,1603
1537,300397.SZ,5430.0,138
1538,300398.SZ,1838.98,535
1539,300399.SZ,2882.4,1265
1540,300400.SZ,1384.2,1214
1541,300401.SZ,1016.052,256
1542,300402.SZ,1109.25,1445
1543,300403.SZ,1873.4,661
1544,300404.SZ,1730.1793,1276
1545,300405.SZ,866.83,1555
1546,300406.SZ,2287.6252,44
1547,300408.SZ,3207.0837456,1327
1548,300409.SZ,1425.9375,1468
1549,300410.SZ,922.5,1016
1550,300411.SZ,2147.2,1581
1551,300412.SZ,1116.4076,872
1552,300413.SZ,3251.5,81
1553,300414.SZ,1768.1944,952
1554,300415.SZ,1315.5,196
1555,300416.SZ,1337.483,1335
1556,300417.SZ,824.976,618
1557,300418.SZ,10192.1499792,1291
1558,300421.SZ,1296.68,1543
1559,300422.SZ,1656.95,1111
1560,300423.SZ,897.38,871
1561,300424.SZ,2630.3262,660
1562,300425.SZ,1189.62,1441
1563,300426.SZ,2672.0,11
1564,300427.SZ,1433.0688,800
1565,300428.SZ,1044.34,1136
1566,300429.SZ,2440.2,177
1567,300430.SZ,1265.704,1098
1568,300431.SZ,6763.7679238,365
1569,300432.SZ,2580.0,958
1570,300433.SZ,5955.2976,228
1571,300434.SZ,1007.59,416
1572,300435.SZ,1083.9729,1322
1573,300436.SZ,2091.46,848
1574,300437.SZ,1242.48,154
1575,300438.SZ,1451.1,20
1576,300439.SZ,3446.144,963
1577,300440.SZ,2006.2,628
1578,300441.SZ,1060.8576,1289
1579,300442.SZ,1659.75,1053
1580,300443.SZ,1643.7348,126
1581,300444.SZ,1720.87136,1453
1582,300445.SZ,1052.232,486
1583,300446.SZ,1848.462,1164
1584,300447.SZ,1680.75,243
1585,300448.SZ,1931.8,301
1586,300449.SZ,1764.69,587
1587,300450.SZ,2468.4,1096
1588,300451.SZ,3229.66,366
1589,300452.SZ,1017.32,656
1590,300453.SZ,1080.384,1571
1591,300455.SZ,1718.5,1171
1592,300456.SZ,2403.24,885
1593,300457.SZ,1754.805,457
1594,300458.SZ,3019.2,1346
1595,300459.SZ,1115.65,676
1596,300460.SZ,1295.2224,622
1597,300461.SZ,808.6464,1479
1598,300462.SZ,970.8636,756
1599,300463.SZ,3291.0,319
1600,300464.SZ,753.2148,1287
1601,300465.SZ,3043.942,334
1602,300466.SZ,773.2,830
1603,300467.SZ,2973.0,1536
1604,300468.SZ,2152.5,13
1605,300469.SZ,765.528,723
1606,300470.SZ,1269.301,1201
1607,300471.SZ,1870.868,140
1608,300472.SZ,769.9873,891
1609,300473.SZ,1659.5,1509
1610,300475.SZ,1541.5,274
1611,300476.SZ,1745.492,1420
1612,300477.SZ,1028.82,696
1613,300478.SZ,823.6647,573
1614,300479.SZ,905.6,1485
1615,300480.SZ,167.44,1524
1616,300481.SZ,263.0,558
1617,300482.SZ,506.88,409
1618,300483.SZ,254.2,1135
1619,300485.SZ,2010.3,1467
1620,300486.SZ,446.8464,368
1621,300487.SZ,296.6,1059
1622,300488.SZ,251.5761,1153
1623,300489.SZ,199.306,223
